Unique ID,Bill No,Ref Doc ID,Business Date,Created Date,Area,Branch,User Name,Mobile,Sale Items,Ambience,Cleanliness,Availability,Staff,Recommend
MOCK-294,B-1294,REF-2294,09-03-2026,2026-03-09 12:00:00,Bilaspur,Torwa, Bilaspur,User 294,9876540294,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-295,B-1295,REF-2295,10-04-2026,2026-04-10 12:00:00,Bilaspur,Torwa, Bilaspur,User 295,9876540295,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-296,B-1296,REF-2296,11-05-2026,2026-05-11 12:00:00,Bilaspur,Torwa, Bilaspur,User 296,9876540296,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-297,B-1297,REF-2297,12-06-2026,2026-06-12 12:00:00,Bilaspur,Torwa, Bilaspur,User 297,9876540297,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-298,B-1298,REF-2298,13-03-2026,2026-03-13 12:00:00,Bilaspur,Torwa, Bilaspur,User 298,9876540298,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-299,B-1299,REF-2299,14-04-2026,2026-04-14 12:00:00,Bilaspur,Torwa, Bilaspur,User 299,9876540299,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-300,B-1300,REF-2300,15-05-2026,2026-05-15 12:00:00,Bilaspur,Torwa, Bilaspur,User 300,9876540300,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-301,B-1301,REF-2301,01-03-2026,2026-03-01 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 301,9876540301,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-302,B-1302,REF-2302,02-04-2026,2026-04-02 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 302,9876540302,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-303,B-1303,REF-2303,03-05-2026,2026-05-03 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 303,9876540303,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-304,B-1304,REF-2304,04-06-2026,2026-06-04 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 304,9876540304,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-305,B-1305,REF-2305,05-03-2026,2026-03-05 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 305,9876540305,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-306,B-1306,REF-2306,06-04-2026,2026-04-06 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 306,9876540306,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-307,B-1307,REF-2307,07-05-2026,2026-05-07 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 307,9876540307,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-308,B-1308,REF-2308,08-06-2026,2026-06-08 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 308,9876540308,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-309,B-1309,REF-2309,09-03-2026,2026-03-09 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 309,9876540309,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-310,B-1310,REF-2310,10-04-2026,2026-04-10 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 310,9876540310,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-311,B-1311,REF-2311,11-05-2026,2026-05-11 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 311,9876540311,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-312,B-1312,REF-2312,12-06-2026,2026-06-12 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 312,9876540312,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-313,B-1313,REF-2313,13-03-2026,2026-03-13 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 313,9876540313,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-314,B-1314,REF-2314,14-04-2026,2026-04-14 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 314,9876540314,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-315,B-1315,REF-2315,15-05-2026,2026-05-15 12:00:00,Bhilai,Vaishali Nagar,Bhilai,User 315,9876540315,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-316,B-1316,REF-2316,01-03-2026,2026-03-01 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 316,9876540316,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-317,B-1317,REF-2317,02-04-2026,2026-04-02 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 317,9876540317,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-318,B-1318,REF-2318,03-05-2026,2026-05-03 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 318,9876540318,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-319,B-1319,REF-2319,04-06-2026,2026-06-04 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 319,9876540319,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-320,B-1320,REF-2320,05-03-2026,2026-03-05 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 320,9876540320,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-321,B-1321,REF-2321,06-04-2026,2026-04-06 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 321,9876540321,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-322,B-1322,REF-2322,07-05-2026,2026-05-07 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 322,9876540322,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-323,B-1323,REF-2323,08-06-2026,2026-06-08 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 323,9876540323,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-324,B-1324,REF-2324,09-03-2026,2026-03-09 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 324,9876540324,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-325,B-1325,REF-2325,10-04-2026,2026-04-10 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 325,9876540325,Chicken Meat,Good,Good,Good,Good,Definitely Yes
MOCK-326,B-1326,REF-2326,11-05-2026,2026-05-11 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 326,9876540326,Chicken Meat,Good,Good,Good,Good,Probably Yes
MOCK-327,B-1327,REF-2327,12-06-2026,2026-06-12 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 327,9876540327,Chicken Meat,Good,Good,Good,Good,Somewhat Likely
MOCK-328,B-1328,REF-2328,13-03-2026,2026-03-13 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 328,9876540328,Chicken Meat,Good,Good,Good,Good,Probably not
MOCK-329,B-1329,REF-2329,14-04-2026,2026-04-14 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 329,9876540329,Chicken Meat,Good,Good,Good,Good,Definitely not
MOCK-330,B-1330,REF-2330,15-05-2026,2026-05-15 12:00:00,Bilaspur,Vypar Vihar, Bilaspur,User 330,9876540330,Chicken Meat,Good,Good,Good,Good,Definitely Yes
